ID;Case Number;Date;Block;IUCR;Primary Type;Description;Location Description;Arrest;Domestic;FBI Code;Year;Updated On;Latitude;Longitude
10508693;HZ250496;05/03/2016 11:40:00 PM;013XX S SAWYER AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;true;true;08B;2016;05/10/2016 03:56:50 PM;41.864073157;-87.706818608
10508695;HZ250409;05/03/2016 09:40:00 PM;061XX S DREXEL AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;false;true;08B;2016;05/10/2016 03:56:50 PM;41.782921527;-87.60436317
10508697;HZ250503;05/03/2016 11:31:00 PM;053XX W CHICAGO AVE;0470;PUBLIC PEACE VIOLATION;RECKLESS CONDUCT;STREET;false;false;24;2016;05/10/2016 03:56:50 PM;41.894908283;-87.758371958
10508698;HZ250424;05/03/2016 10:10:00 PM;049XX W FULTON ST;0460;BATTERY;SIMPLE;SIDEWALK;false;false;08B;2016;05/10/2016 03:56:50 PM;41.885686845;-87.749515983
10508699;HZ250455;05/03/2016 10:00:00 PM;003XX N LOTUS AVE;0820;THEFT;$500 AND UNDER;RESIDENCE;false;true;06;2016;05/10/2016 03:56:50 PM;41.886297242;-87.761750709
10508702;HZ250447;05/03/2016 10:35:00 PM;082XX S MARYLAND AVE;041A;BATTERY;AGGRAVATED: HANDGUN;STREET;false;false;04B;2016;05/10/2016 03:56:50 PM;41.745354023;-87.603798903
10508703;HZ250489;05/03/2016 10:30:00 PM;027XX S STATE ST;0460;BATTERY;SIMPLE;CHA HALLWAY/STAIRWELL/ELEVATOR;false;false;08B;2016;05/10/2016 03:56:50 PM;41.844023772;-87.626923253
10508704;HZ250514;05/03/2016 09:30:00 PM;002XX E 46TH ST;0460;BATTERY;SIMPLE;RESIDENCE PORCH/HALLWAY;false;false;08B;2016;05/10/2016 03:56:50 PM;41.811133958;-87.62074077
10508709;HZ250523;05/03/2016 04:00:00 PM;014XX W DEVON AVE;0460;BATTERY;SIMPLE;SIDEWALK;false;false;08B;2016;05/10/2016 03:56:50 PM;41.99813061;-87.665814038
10508982;HZ250667;05/03/2016 10:30:00 PM;069XX S ASHLAND AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;STREET;false;true;08B;2016;05/10/2016 03:56:50 PM;41.768096835;-87.663878589
10508710;HZ250469;05/03/2016 09:44:00 PM;074XX S SOUTH SHORE DR;143A;WEAPONS VIOLATION;UNLAWFUL POSS OF HANDGUN;VEHICLE NON-COMMERCIAL;true;false;15;2016;05/10/2016 03:56:50 PM;41.761733286;-87.558309979
10508715;HZ250541;05/03/2016 11:11:00 PM;006XX N WABASH AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;SIDEWALK;true;true;08B;2016;05/10/2016 03:56:50 PM;41.893026751;-87.626750829
10508717;HZ250415;05/03/2016 05:30:00 PM;011XX W JACKSON BLVD;0890;THEFT;FROM BUILDING;OTHER;false;false;06;2016;05/10/2016 03:56:50 PM;41.877811861;-87.655758012
10508724;HZ250513;05/03/2016 09:00:00 AM;028XX S DR MARTIN LUTHER KING JR DR;0820;THEFT;$500 AND UNDER;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.843016958;-87.61722727
10508728;HZ250505;05/03/2016 10:08:00 PM;016XX N CLAREMONT AVE;0810;THEFT;OVER $500;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.910900826;-87.686018747
10508732;HZ250535;05/03/2016 04:00:00 PM;072XX S RICHMOND ST;0486;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;false;true;08B;2016;05/10/2016 03:56:50 PM;41.762089133;-87.696632337
10508738;HZ250440;05/03/2016 09:45:00 PM;020XX W LE MOYNE ST;0810;THEFT;OVER $500;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.908237096;-87.678437417
10508741;HZ250587;05/03/2016 10:00:00 PM;055XX S STATE ST;0313;ROBBERY;ARMED: OTHER DANGEROUS WEAPON;SIDEWALK;false;false;03;2016;05/10/2016 03:56:50 PM;41.793935909;-87.625680278
10508747;HZ250577;05/03/2016 08:00:00 PM;100XX S SANGAMON ST;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;false;false;07;2016;05/10/2016 03:56:50 PM;41.711843569;-87.646607932
10508752;HZ250500;05/03/2016 11:00:00 PM;043XX S ELLIS AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;false;true;08B;2016;05/10/2016 03:56:50 PM;41.815875211;-87.601832565
10508755;HZ250531;05/03/2016 11:37:00 PM;015XX N DAMEN AVE;0560;ASSAULT;SIMPLE;SIDEWALK;false;false;08A;2016;05/10/2016 03:56:50 PM;41.910116718;-87.677444645
10508757;HZ250601;05/03/2016 01:30:00 PM;057XX S COTTAGE GROVE AVE;0560;ASSAULT;SIMPLE;OTHER;false;false;08A;2016;05/10/2016 03:56:50 PM;41.790704614;-87.606141486
10508987;HZ250698;05/03/2016 06:30:00 PM;025XX N GREENVIEW AVE;0810;THEFT;OVER $500;RESIDENCE-GARAGE;false;false;06;2016;05/10/2016 03:56:50 PM;41.927321839;-87.665810418
10509011;HZ250748;05/03/2016 09:00:00 PM;068XX W HIGHLAND AVE;0820;THEFT;$500 AND UNDER;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.995961517;-87.797528563
10509016;HZ250610;05/03/2016 11:30:00 PM;003XX W HUBBARD ST;5002;OTHER OFFENSE;OTHER VEHICLE OFFENSE;STREET;false;false;26;2016;05/10/2016 03:56:50 PM;41.889934493;-87.637619229
10509030;HZ250659;05/03/2016 07:00:00 AM;010XX W 95TH ST;0820;THEFT;$500 AND UNDER;VEHICLE-COMMERCIAL;false;false;06;2016;05/10/2016 03:56:50 PM;41.721379795;-87.649781161
10509071;HZ250713;05/03/2016 08:30:00 PM;012XX W FULLERTON AVE;0820;THEFT;$500 AND UNDER;PARKING LOT/GARAGE(NON.RESID.);false;false;06;2016;05/10/2016 03:56:50 PM;41.925278177;-87.65936796
10509077;HZ250776;05/03/2016 12:01:00 AM;002XX W 33RD ST;1130;DECEPTIVE PRACTICE;FRAUD OR CONFIDENCE GAME;RESIDENCE;false;false;11;2016;05/10/2016 03:56:50 PM;41.834586177;-87.632285413
10509078;HZ250611;05/03/2016 12:01:00 AM;043XX S SAWYER AVE;1153;DECEPTIVE PRACTICE;FINANCIAL IDENTITY THEFT OVER $ 300;RESIDENCE;false;false;11;2016;05/10/2016 03:56:50 PM;41.814721065;-87.7054583
10509094;HZ250662;05/03/2016 11:00:00 PM;084XX S MORGAN ST;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;false;false;07;2016;05/10/2016 03:56:50 PM;41.740895923;-87.648617881
10509096;HZ250700;05/03/2016 04:45:00 PM;003XX W MONROE ST;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;false;false;07;2016;05/10/2016 03:56:50 PM;41.88063228;-87.635935494
10509107;HZ250666;05/03/2016 02:40:00 PM;001XX S PARKSIDE AVE;0460;BATTERY;SIMPLE;SCHOOL, PUBLIC, GROUNDS;false;false;08B;2016;05/10/2016 03:56:50 PM;41.87851302;-87.766424778
10509118;HZ250763;05/03/2016 07:30:00 PM;042XX W KAMERLING AVE;0820;THEFT;$500 AND UNDER;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.90528413;-87.732615525
10509137;HZ250815;05/03/2016 09:45:00 PM;037XX N WILTON AVE;0810;THEFT;OVER $500;RESIDENCE PORCH/HALLWAY;false;false;06;2016;05/10/2016 03:56:50 PM;41.949986394;-87.65319658
10509139;HZ250777;05/03/2016 10:30:00 PM;010XX W GRANVILLE AVE;1305;CRIMINAL DAMAGE;CRIMINAL DEFACEMENT;APARTMENT;false;false;14;2016;05/10/2016 03:56:50 PM;41.994588742;-87.657522554
10509159;HZ250847;05/03/2016 09:00:00 AM;100XX S VERNON AVE;1153;DECEPTIVE PRACTICE;FINANCIAL IDENTITY THEFT OVER $ 300;RESIDENCE;false;false;11;2016;05/10/2016 03:56:50 PM;41.711959596;-87.612673629
10509160;HZ250831;05/03/2016 06:30:00 AM;006XX W 41ST ST;0820;THEFT;$500 AND UNDER;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.820343226;-87.641759214
10509162;HZ250825;05/03/2016 01:38:00 AM;034XX N ALBANY AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE;false;false;14;2016;05/10/2016 03:56:50 PM;41.943332055;-87.705286066
10509183;HZ250769;05/03/2016 09:00:00 PM;068XX S OGLESBY AVE;0810;THEFT;OVER $500;PARKING LOT/GARAGE(NON.RESID.);false;false;06;2016;05/10/2016 03:56:50 PM;41.771073064;-87.568278663
10509210;HZ250655;05/03/2016 09:30:00 PM;068XX S ASHLAND AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;STREET;false;true;08B;2016;05/10/2016 03:56:50 PM;41.769916749;-87.663954978
10509213;HZ250838;05/03/2016 07:00:00 PM;133XX S LANGLEY AVE;0820;THEFT;$500 AND UNDER;CHA PARKING LOT/GROUNDS;false;false;06;2016;05/10/2016 03:56:50 PM;41.653249978;-87.604828177
10509223;HZ250646;05/03/2016 07:00:00 PM;059XX S MOZART ST;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;false;false;07;2016;05/10/2016 03:56:50 PM;41.785913194;-87.694801653
10509235;HZ250869;05/03/2016 07:00:00 PM;070XX W ARCHER AVE;1305;CRIMINAL DAMAGE;CRIMINAL DEFACEMENT;MEDICAL/DENTAL OFFICE;false;false;14;2016;05/10/2016 03:56:50 PM;41.792045748;-87.797136278
10509250;HZ250807;05/03/2016 11:00:00 AM;011XX W 95TH ST;2825;OTHER OFFENSE;HARASSMENT BY TELEPHONE;RESIDENCE;false;false;26;2016;05/10/2016 03:56:50 PM;41.721347022;-87.652118525
10509262;HZ250900;05/03/2016 07:00:00 PM;037XX W ADDISON ST;0820;THEFT;$500 AND UNDER;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.946461543;-87.72072354
10509271;HZ250882;05/03/2016 05:30:00 PM;0000X S WABASH AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;RESTAURANT;false;false;14;2016;05/10/2016 03:56:50 PM;41.881651236;-87.626200491
10509277;HZ250919;05/03/2016 10:00:00 PM;087XX S BURLEY AVE;1477;WEAPONS VIOLATION;RECKLESS FIREARM DISCHARGE;CHA PARKING LOT/GROUNDS;false;false;15;2016;05/10/2016 03:56:50 PM;41.736974418;-87.545827999
10509285;HZ250694;05/03/2016 09:00:00 PM;029XX N MOBILE AVE;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;false;false;07;2016;05/10/2016 03:56:50 PM;41.933825894;-87.78335189
10509311;HZ250961;05/03/2016 09:00:00 PM;029XX S WALLACE ST;2820;OTHER OFFENSE;TELEPHONE THREAT;RESIDENCE;false;true;26;2016;05/10/2016 03:56:50 PM;41.841145857;-87.641483881
10509328;HZ250653;05/03/2016 09:30:00 AM;071XX S EAST END AVE;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;false;false;07;2016;05/10/2016 03:56:50 PM;41.765298896;-87.583654511
10509336;HZ250909;05/03/2016 08:30:00 PM;066XX W RAVEN ST;0820;THEFT;$500 AND UNDER;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.993703853;-87.794185238
10509343;HZ250911;05/03/2016 03:30:00 PM;0000X W CHESTNUT ST;1152;DECEPTIVE PRACTICE;ILLEGAL USE CASH CARD;OTHER;false;false;11;2016;05/10/2016 03:56:50 PM;41.897980396;-87.630376682
10509351;HZ250971;05/03/2016 10:10:00 PM;064XX S PEORIA ST;0486;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;false;true;08B;2016;05/10/2016 03:56:50 PM;41.777142114;-87.647147267
10509362;HZ250948;05/03/2016 01:00:00 PM;004XX N STATE ST;0810;THEFT;OVER $500;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.889453169;-87.627994833
10509363;HZ250630;05/03/2016 10:30:00 PM;009XX W DICKENS AVE;0810;THEFT;OVER $500;RESIDENCE-GARAGE;false;false;06;2016;05/10/2016 03:56:50 PM;41.919949978;-87.651649056
10509413;HZ251000;05/04/2016 11:25:00 AM;031XX S ASHLAND AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;PARKING LOT/GARAGE(NON.RESID.);false;false;14;2016;05/11/2016 03:50:55 PM;41.836385231;-87.66571041
10509422;HZ250945;05/04/2016 11:15:00 AM;083XX S STEWART AVE;0860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;true;false;06;2016;05/11/2016 03:50:55 PM;41.742710224;-87.634088181
10509410;HZ251003;05/03/2016 09:00:00 AM;018XX N MASON AVE;1154;DECEPTIVE PRACTICE;FINANCIAL IDENTITY THEFT $300 AND UNDER;RESIDENCE;false;false;11;2016;05/10/2016 03:56:50 PM;41.913498644;-87.774109939
10509462;HZ250775;05/03/2016 08:30:00 PM;032XX W POTOMAC AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;false;false;14;2016;05/10/2016 03:56:50 PM;41.904656764;-87.707634248
10509476;HZ251030;05/03/2016 11:00:00 PM;021XX N LEAVITT ST;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;false;false;14;2016;05/10/2016 03:56:50 PM;41.920360101;-87.682605169
10509481;HZ250766;05/03/2016 07:30:00 PM;043XX S KEDZIE AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;OTHER;false;false;14;2016;05/10/2016 03:56:50 PM;41.815093173;-87.704251437
10509482;HZ251008;05/03/2016 01:30:00 PM;038XX W WILCOX ST;2820;OTHER OFFENSE;TELEPHONE THREAT;APARTMENT;false;false;26;2016;05/10/2016 03:56:50 PM;41.878917763;-87.721758314
10509486;HZ250872;05/03/2016 07:30:00 PM;011XX S STATE ST;0810;THEFT;OVER $500;CTA TRAIN;false;false;06;2016;05/10/2016 03:56:50 PM;41.868165405;-87.62743954
10509488;HZ251048;05/03/2016 09:11:00 AM;0000X E RANDOLPH ST;1150;DECEPTIVE PRACTICE;CREDIT CARD FRAUD;STREET;false;false;11;2016;05/10/2016 03:56:50 PM;41.884497529;-87.625838595
10509525;HZ251077;05/03/2016 06:30:00 AM;006XX W WASHINGTON BLVD;0810;THEFT;OVER $500;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.883164818;-87.644508395
10509526;HZ250665;05/03/2016 06:30:00 PM;060XX N NAVARRE AVE;0820;THEFT;$500 AND UNDER;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.99057177;-87.793398734
10509558;HZ251052;05/03/2016 05:40:00 PM;001XX E 104TH PL;0560;ASSAULT;SIMPLE;SIDEWALK;false;false;08A;2016;05/10/2016 03:56:50 PM;41.704276039;-87.619797922
10509579;HZ251110;05/03/2016 10:00:00 AM;079XX S BLACKSTONE AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE;false;false;14;2016;05/10/2016 03:56:50 PM;41.750457849;-87.588312792
10509582;HZ251083;05/03/2016 01:00:00 PM;030XX S KEDZIE AVE;1153;DECEPTIVE PRACTICE;FINANCIAL IDENTITY THEFT OVER $ 300;SMALL RETAIL STORE;false;false;11;2016;05/10/2016 03:56:50 PM;41.838219696;-87.704850674
10509606;HZ251117;05/03/2016 08:30:00 PM;054XX W HIGGINS AVE;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;OTHER;false;false;07;2016;05/10/2016 03:56:50 PM;41.969211609;-87.763459102
10509660;HZ251032;05/03/2016 04:07:00 PM;052XX S STATE ST;2850;PUBLIC PEACE VIOLATION;BOMB THREAT;SCHOOL, PUBLIC, BUILDING;false;false;26;2016;05/10/2016 03:56:50 PM;41.798741929;-87.62580711
10509694;HZ251105;05/03/2016 02:00:00 PM;080XX S PAULINA ST;0820;THEFT;$500 AND UNDER;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.747712344;-87.665798083
10509700;HZ249871;05/03/2016 03:05:00 PM;093XX S WENTWORTH AVE;0460;BATTERY;SIMPLE;SIDEWALK;false;false;08B;2016;05/10/2016 03:56:50 PM;41.724861497;-87.628742936
10509702;HZ251095;05/03/2016 09:00:00 AM;075XX S LANGLEY AVE;0810;THEFT;OVER $500;APARTMENT;false;false;06;2016;05/10/2016 03:56:50 PM;41.757767253;-87.607818223
10509709;HZ251194;05/03/2016 12:30:00 AM;020XX S WESTERN AVE;0820;THEFT;$500 AND UNDER;CTA TRAIN;false;false;06;2016;05/10/2016 03:56:50 PM;41.854427952;-87.685700213
10509724;HZ251141;05/03/2016 09:35:00 PM;050XX N PAULINA ST;0560;ASSAULT;SIMPLE;HOSPITAL BUILDING/GROUNDS;false;false;08A;2016;05/10/2016 03:56:50 PM;41.972843435;-87.671127232
10509764;HZ249689;05/03/2016 12:15:00 PM;061XX S MORGAN ST;0820;THEFT;$500 AND UNDER;APARTMENT;false;false;06;2016;05/10/2016 03:56:50 PM;41.782728365;-87.649720276
10509769;HZ251010;05/03/2016 08:30:00 PM;014XX N AVERS AVE;0320;ROBBERY;STRONGARM - NO WEAPON;SIDEWALK;false;false;03;2016;05/10/2016 03:56:50 PM;41.907274031;-87.722791892
10509770;HZ250329;05/03/2016 09:00:00 AM;048XX W EDDY ST;0486;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;false;true;08B;2016;05/10/2016 03:56:50 PM;41.945257538;-87.74767892
10509783;HZ251242;05/03/2016 12:15:00 PM;013XX E 72ND ST;0460;BATTERY;SIMPLE;SCHOOL, PUBLIC, BUILDING;false;false;08B;2016;05/10/2016 03:56:50 PM;41.764185391;-87.592644199
10509784;HZ251276;05/03/2016 08:00:00 PM;062XX N NEWCASTLE AVE;0810;THEFT;OVER $500;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.994197554;-87.796472871
10509800;HZ251202;05/03/2016 10:00:00 PM;065XX N WHIPPLE ST;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;false;false;07;2016;05/10/2016 03:56:50 PM;41.99973106;-87.705809711
10509460;HZ250952;05/04/2016 11:30:00 AM;071XX S JEFFERY BLVD;1330;CRIMINAL TRESPASS;TO LAND;DRUG STORE;true;false;26;2016;05/11/2016 03:50:55 PM;41.765755571;-87.576292427
10509801;HZ251260;05/03/2016 07:15:00 PM;016XX W OLIVE AVE;501A;OTHER OFFENSE;ANIMAL ABUSE/NEGLECT;RESIDENTIAL YARD (FRONT/BACK);false;false;26;2016;05/10/2016 03:56:50 PM;41.984277849;-87.671012432
10509473;HZ250866;05/04/2016 09:00:00 AM;010XX N RUSH ST;0810;THEFT;OVER $500;STREET;false;false;06;2016;05/11/2016 03:50:55 PM;41.90178302;-87.627995064
10509840;HZ251384;05/03/2016 04:00:00 PM;028XX S CENTRAL PARK AVE;0620;BURGLARY;UNLAWFUL ENTRY;RESIDENCE-GARAGE;false;false;05;2016;05/10/2016 03:56:50 PM;41.839947022;-87.714672499
10509474;HZ250988;05/04/2016 08:16:00 AM;032XX W 59TH ST;0580;STALKING;SIMPLE;STREET;false;false;08A;2016;05/11/2016 03:50:55 PM;41.786244716;-87.703653521
10509843;HZ251265;05/03/2016 09:00:00 AM;039XX S LAKE PARK AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;false;true;08B;2016;05/10/2016 03:56:50 PM;41.823665846;-87.603072021
10509477;HZ250966;05/04/2016 05:00:00 AM;007XX N CHRISTIANA AVE;0810;THEFT;OVER $500;APARTMENT;false;false;06;2016;05/11/2016 03:50:55 PM;41.89436874;-87.710180832
10509846;HZ251231;05/03/2016 06:00:00 PM;111XX S BELL AVE;1152;DECEPTIVE PRACTICE;ILLEGAL USE CASH CARD;RESIDENCE;false;false;11;2016;05/10/2016 03:56:50 PM;41.691584267;-87.677501885
10509478;HZ250992;05/04/2016 11:58:00 AM;007XX N HAMLIN AVE;0560;ASSAULT;SIMPLE;APARTMENT;true;true;08A;2016;05/11/2016 03:50:55 PM;41.894263101;-87.721152828
10509480;HZ251028;05/04/2016 12:35:00 PM;066XX S COTTAGE GROVE AVE;0860;THEFT;RETAIL THEFT;GROCERY FOOD STORE;false;false;06;2016;05/11/2016 03:50:55 PM;41.774319025;-87.605795029
10509883;HZ251248;05/03/2016 07:15:00 PM;014XX N PARKSIDE AVE;2840;PUBLIC PEACE VIOLATION;FALSE FIRE ALARM;SCHOOL, PUBLIC, BUILDING;false;false;24;2016;05/10/2016 03:56:50 PM;41.906507267;-87.76702211
10509896;HZ251520;05/03/2016 10:30:00 PM;084XX S BENNETT AVE;0610;BURGLARY;FORCIBLE ENTRY;RESIDENCE-GARAGE;false;false;05;2016;05/10/2016 03:56:50 PM;41.741805104;-87.578230034
10509902;HZ251508;05/03/2016 08:40:00 PM;068XX S KILDARE AVE;2820;OTHER OFFENSE;TELEPHONE THREAT;RESIDENCE;false;false;26;2016;05/10/2016 03:56:50 PM;41.768846377;-87.729824801
10509920;HZ251426;05/03/2016 06:30:00 PM;060XX S WESTERN AVE;0890;THEFT;FROM BUILDING;OTHER;false;false;06;2016;05/10/2016 03:56:50 PM;41.783757424;-87.683764609
10509930;HZ251521;05/03/2016 10:00:00 PM;051XX W PATTERSON AVE;0890;THEFT;FROM BUILDING;RESIDENCE-GARAGE;false;false;06;2016;05/10/2016 03:56:50 PM;41.946932946;-87.75554478
10509946;HZ251516;05/03/2016 10:30:00 PM;060XX W MELROSE ST;0630;BURGLARY;ATTEMPT FORCIBLE ENTRY;RESIDENCE;false;false;05;2016;05/10/2016 03:56:50 PM;41.939357146;-87.776857542
10509988;HZ250746;05/03/2016 04:35:00 PM;029XX N SHEFFIELD AVE;1154;DECEPTIVE PRACTICE;FINANCIAL IDENTITY THEFT $300 AND UNDER;;true;false;11;2016;05/10/2016 03:56:50 PM;41.934968944;-87.653936849
10510002;HZ250689;05/03/2016 02:25:00 PM;031XX N SOUTHPORT AVE;0890;THEFT;FROM BUILDING;APARTMENT;false;false;06;2016;05/10/2016 03:56:50 PM;41.939258491;-87.663804093
10510006;HZ250696;05/03/2016 06:10:00 PM;062XX S ARCHER AVE;0810;THEFT;OVER $500;VEHICLE NON-COMMERCIAL;false;false;06;2016;05/10/2016 03:56:50 PM;41.793275985;-87.77823659
10510008;HZ250711;05/03/2016 02:00:00 PM;0000X E LAKE ST;0820;THEFT;$500 AND UNDER;COLLEGE/UNIVERSITY GROUNDS;false;false;06;2016;05/10/2016 03:56:50 PM;41.885753285;-87.626996239
10510023;HZ251630;05/03/2016 06:00:00 PM;085XX S BENNETT AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE;false;false;14;2016;05/10/2016 03:56:50 PM;41.740169311;-87.578201565
10510201;HZ251743;05/03/2016 06:00:00 PM;089XX S COTTAGE GROVE AVE;0460;BATTERY;SIMPLE;STREET;false;false;08B;2016;05/10/2016 03:56:50 PM;41.732771785;-87.604728989
10510028;HZ251387;05/03/2016 09:00:00 PM;034XX S EMERALD AVE;0820;THEFT;$500 AND UNDER;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.831857932;-87.64491566
10510044;HZ251374;05/03/2016 12:00:00 PM;047XX S ASHLAND AVE;1110;DECEPTIVE PRACTICE;BOGUS CHECK;BANK;false;false;11;2016;05/10/2016 03:56:50 PM;41.808147803;-87.664961971
10510086;HZ251423;05/03/2016 10:22:00 PM;087XX S BURLEY AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;VEHICLE NON-COMMERCIAL;false;false;14;2016;05/10/2016 03:56:50 PM;41.736993626;-87.545827764
10510107;HZ251653;05/03/2016 05:00:00 PM;063XX N HERMITAGE AVE;0820;THEFT;$500 AND UNDER;RESIDENCE;false;false;06;2016;05/10/2016 03:56:50 PM;41.996155077;-87.673457065
10509487;HZ251039;05/04/2016 12:46:00 PM;014XX W 95TH ST;1310;CRIMINAL DAMAGE;TO PROPERTY;RESTAURANT;false;false;14;2016;05/11/2016 03:50:55 PM;41.721247847;-87.659969446
10510115;HZ251663;05/03/2016 11:00:00 AM;054XX N SAWYER AVE;1154;DECEPTIVE PRACTICE;FINANCIAL IDENTITY THEFT $300 AND UNDER;APARTMENT;false;false;11;2016;05/10/2016 03:56:50 PM;41.980259177;-87.710009782
10510146;HZ251547;05/03/2016 09:00:00 PM;003XX N PINE AVE;0486;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;false;false;08B;2016;05/10/2016 03:56:50 PM;41.886382272;-87.763398884
10510187;HZ251739;05/03/2016 10:54:00 PM;051XX W NORTH AVE;1330;CRIMINAL TRESPASS;TO LAND;SMALL RETAIL STORE;true;false;26;2016;05/10/2016 03:56:50 PM;41.909508082;-87.755180702
10510207;HZ251665;05/03/2016 10:00:00 AM;009XX N RUSH ST;0890;THEFT;FROM BUILDING;OTHER;false;false;06;2016;05/10/2016 03:56:50 PM;41.900250049;-87.627273613
10510216;HZ251678;05/03/2016 10:30:00 PM;022XX S SAWYER AVE;031A;ROBBERY;ARMED: HANDGUN;SIDEWALK;false;false;03;2016;05/10/2016 03:56:50 PM;41.851296671;-87.706458801
10510229;HZ251692;05/03/2016 11:30:00 PM;009XX W 19TH ST;0910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;false;false;07;2016;05/10/2016 03:56:50 PM;41.856695068;-87.648852364
10510426;HZ250729;05/03/2016 02:05:00 AM;034XX N HALSTED ST;0880;THEFT;PURSE-SNATCHING;BAR OR TAVERN;false;false;06;2016;05/10/2016 03:56:50 PM;41.944953005;-87.649416212
10510600;HZ250893;05/03/2016 04:30:00 PM;079XX S PRAIRIE AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;false;false;14;2016;05/10/2016 03:56:50 PM;41.750252151;-87.61813096
10510660;HZ252031;05/03/2016 07:00:00 PM;028XX N CLARK ST;0890;THEFT;FROM BUILDING;ATHLETIC CLUB;false;false;06;2016;05/10/2016 03:56:50 PM;41.933582379;-87.645517082
10510662;HZ252034;05/03/2016 08:00:00 PM;020XX W SCHILLER ST;0820;THEFT;$500 AND UNDER;STREET;false;false;06;2016;05/10/2016 03:56:50 PM;41.907118834;-87.678680286
10510771;HZ252073;05/03/2016 04:30:00 PM;067XX S CORNELL AVE;0810;THEFT;OVER $500;APARTMENT;false;false;06;2016;05/10/2016 03:56:50 PM;41.772701185;-87.585060362
10510864;HZ249302;05/03/2016 07:40:00 AM;016XX S MICHIGAN AVE;0460;BATTERY;SIMPLE;OTHER;false;false;08B;2016;05/23/2016 03:48:54 PM;41.859815277;-87.623977927
10510936;HZ251969;05/03/2016 09:45:00 PM;004XX E 48TH ST;0486;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;false;true;08B;2016;05/10/2016 03:56:50 PM;41.807586328;-87.615127788
10511141;HZ252349;05/03/2016 10:30:00 PM;005XX W 97TH ST;1320;CRIMINAL DAMAGE;TO VEHICLE;SPORTS ARENA/STADIUM;false;false;14;2016;05/10/2016 03:56:50 PM;41.717903082;-87.63749255
10511194;HZ252201;05/03/2016 09:30:00 PM;009XX W BELMONT AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;false;false;14;2016;05/10/2016 03:56:50 PM;41.93994148;-87.652086737
10511221;HZ252329;05/03/2016 01:00:00 PM;031XX W MONTROSE AVE;0860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;false;false;06;2016;05/10/2016 03:56:50 PM;41.96119177;-87.707364558
10511249;HZ252415;05/03/2016 01:30:00 AM;058XX S SANGAMON ST;2826;OTHER OFFENSE;HARASSMENT BY ELECTRONIC MEANS;RESIDENCE;false;true;26;2016;05/10/2016 03:56:50 PM;41.787650639;-87.648633945
