nb_objets,temps_arbo,temps_dyn,timeout
175,0.3164946670003701,0.26916379099566257,False
175,0.28237366600660607,0.27318679200107,False
176,0.28370670799631625,0.302298750000773,False
176,0.28351541699521476,0.2621688329963945,False
177,0.2779247500002384,0.2687207499984652,False
177,0.2970449170024949,0.2718726249950123,False
178,0.261949875006394,0.26353670800017426,False
178,0.2658322080023936,0.2708114159977413,False
179,0.29267216700100107,0.26857483299681917,False
179,0.300397332997818,0.2706164170012926,False
180,0.285613749998447,0.27655612499802373,False
180,0.2610193749933387,0.2720265419993666,False
181,0.27226441699895076,0.2978665420014295,False
181,0.2936197499948321,0.26114158400014276,False
182,0.26297529200382996,0.2625845830043545,False
182,0.25831662499695085,0.28264150000177324,False
183,0.28039287499996135,0.3102011669980129,False
183,0.29231670899753226,0.2625482910007122,False
184,0.28438620799715864,0.26475570799811976,False
184,0.27758033399732085,0.2634851670009084,False
185,0.31238454199774424,0.2630478330029291,False
185,0.30499499999859836,0.2790598339997814,False
186,0.2827257090029889,0.29595708399574505,False
186,0.2790932919961051,0.3402208339975914,False
187,0.31768204100080766,0.2680315839970717,False
187,0.2772925410026801,0.28334604099654825,False
188,0.28100854200602043,0.2670308750020922,False
188,0.3427181250008289,0.2944297080030083,False
189,0.2699576250015525,0.2651404580028611,False
189,0.27084495799499564,0.2732770000002347,False
190,0.2826038330022129,0.3752217919973191,False
190,0.3932411659989157,0.28936329200223554,False
191,0.28657191699312534,0.2711310000013327,False
191,0.2922331250010757,0.2630350420004106,False
192,0.25852162500086706,0.30664933400112204,False
192,0.29009837500052527,0.2760092499956954,False
193,0.26733304200024577,0.37751187499816297,False
193,0.2822657079959754,0.2635672090036678,False
194,0.32768550000037067,0.2640967080005794,False
194,0.2583559580016299,0.27218524999625515,False
195,0.34061533299973235,0.281623209004465,False
195,0.34904654199635843,0.3256119579964434,False
196,0.2993664160021581,0.28446245799568715,False
196,0.28146554099657806,0.27352520800195634,False
197,0.2816781660003471,0.2668425000010757,False
197,0.3226597499960917,0.2744955000016489,False
198,0.31422933300200384,0.2622094999969704,False
198,0.26084529199579265,0.26366883300215704,False
199,0.3939931670029182,0.2635281249968102,False
199,0.26654937499552034,0.27010045800125226,False
200,0.4081881660022191,0.2646704590006266,False
200,0.27327366700046696,0.2852308340006857,False
201,0.2615955419969396,0.26652787499915576,False
201,0.37161333299445687,0.26759066699742107,False
202,0.3308862499980023,0.2683349590006401,False
202,0.32057554199855076,0.276961208001012,False
203,0.2631972920062253,0.28765191600541584,False
203,0.3090360000060173,0.2770299170006183,False
204,0.2735965000028955,0.2697836669976823,False
204,0.2691427499958081,0.27949891699972795,False
205,0.2654252499996801,0.28096854199975496,False
205,0.33425058399734553,0.33931054200365907,False
206,0.3041859170043608,0.2645178339953418,False
206,0.2801951250003185,0.2667749160027597,False
207,0.3341831670040847,0.281997042002331,False
207,0.2775642079941463,0.2702347920057946,False
208,0.29081933300039964,0.26366637500177603,False
208,0.26449699999648146,0.26352941599907354,False
209,0.25449437500356,0.264682624998386,False
209,0.2977669999963837,0.26324420900346013,False
210,0.2751137090017437,0.26660637500026496,False
210,0.26203608300420456,0.2656502919999184,False
211,0.26828883300186135,0.26741108300484484,False
211,0.2664715829960187,0.2634280829952331,False
212,0.27333925000129966,0.2698804169995128,False
212,0.26545454200095264,0.26919241699943086,False
213,0.27041120800276985,0.27005570799519774,False
213,0.2612559999979567,0.26379683399864007,False
214,0.33353216700197663,0.2642462079966208,False
214,0.2638900840029237,0.2680485000018962,False
215,0.27735887500602985,0.2648337919963524,False
215,0.2597217080037808,0.26331766600196715,False
216,0.2835762920003617,0.2748236249972251,False
216,0.266331833001459,0.26532174999738345,False
217,0.26035879099799786,0.2671161670004949,False
217,0.25627712500136113,0.26770454199868254,False
218,0.2651334170004702,0.264005332996021,False
218,0.2572231250014738,0.266564790996199,False
219,0.2674920839999686,0.2670369999977993,False
219,0.25359845899947686,0.26909120799973607,False
220,0.36461050000070827,0.2645875829985016,False
220,0.2636329590022797,0.2647651249935734,False
221,0.27999258300405927,0.26621041700127535,False
221,0.2688536249988829,0.2658261249962379,False
222,0.27486120899993693,0.2680888750037411,False
222,0.25630029100284446,0.2683905000012601,False
223,0.33406891699996777,0.26585133300250163,False
223,0.2690519999960088,0.2630954999985988,False
224,0.27386787500290666,0.26551358299911954,False
224,0.26392612499330426,0.2650700840022182,False
225,0.2913543329996173,0.2675002090036287,False
225,0.25964120800199453,0.2643206659995485,False
226,0.3280029160014237,0.2635469579981873,False
226,0.34649862500373274,0.26556512500246754,False
227,0.30657629100460326,0.2639188329994795,False
227,0.29808154099737294,0.2649955000015325,False
228,0.26868541699514026,0.26423037499625934,False
228,0.2717345839992049,0.2652202090030187,False
229,0.2632022079997114,0.26552149999770336,False
229,0.25916683300602017,0.2684186669939663,False
230,0.2563149580018944,0.2655767079995712,False
230,0.29145162500208244,0.271523374998651,False
231,0.3276054169982672,0.26368608299526386,False
231,0.2585004159991513,0.2648975839983905,False
232,0.30810899999778485,0.2674867089954205,False
232,0.25794879199384013,0.26481491600134177,False
233,0.26207604099909076,0.26698045800003456,False
233,0.27013425000041025,0.2646232080005575,False
234,0.25542379199760035,0.2654059580017929,False
234,0.2580620419976185,0.26554495799791766,False
235,0.2592764170040027,0.26516895899840165,False
235,0.2674215419974644,0.26918616599868983,False
236,0.3521268330005114,0.266121499997098,False
236,0.2737410830013687,0.26497583300078986,False
237,0.2544328750009299,0.2663381670063245,False
237,0.2598830420029117,0.2679737500002375,False
238,0.2592788339970866,0.26881924999906914,False
238,0.25452375000168104,0.2651172920013778,False
239,0.41068512499623466,0.2653329160020803,False
239,0.2565005420037778,0.26720266600023024,False
240,0.25713279099727515,0.26763362500059884,False
240,0.3092892920030863,0.2666158339998219,False
241,0.3170828750007786,0.26830995800264645,False
241,0.2533567499995115,0.266889334001462,False
242,0.2586405410038424,0.26479345800180454,False
242,0.25493941699824063,0.2659227500043926,False
243,0.2607537500007311,0.26635874999919906,False
243,0.2902301670037559,0.2651063749945024,False
244,0.28979212500416907,0.2693874999968102,False
244,0.2578253749961732,0.26577762499800883,False
245,0.2585994999972172,0.26511775000108173,False
245,0.3024842499944498,0.266219541997998,False
246,0.2572062909966917,0.2704257079967647,False
246,0.27668699999776436,0.2668776659993455,False
247,0.26893870800267905,0.26733354099997086,False
247,0.26440670900046825,0.26919345799979055,False
248,0.2826876249964698,0.26522995800041826,False
248,0.3587877909958479,0.26657637499738485,False
249,0.4591392500005895,0.26764920799905667,False
249,0.325518750003539,0.2687015830015298,False
250,0.2654834579952876,0.27879683400533395,False
250,0.2978352080026525,0.2665666249959031,False
251,0.2555451250009355,0.2677915409949492,False
251,0.3210616249998566,0.27120845800527604,False
252,0.2840189580019796,0.27092854200600414,False
252,0.2540625409965287,0.26805116700415965,False
253,0.26561287499498576,0.2656086659990251,False
253,0.2702209999988554,0.2652858750006999,False
254,0.38325279200216755,0.26787529200373683,False
254,0.2697884579974925,0.27048287499928847,False
255,0.6019384160026675,0.26950412500445964,False
255,0.2678285000001779,0.2767903749991092,False
256,0.2702532089970191,0.26848520900239237,False
256,0.35960845799854724,0.26797912499750964,False
257,0.26443100000324193,0.26817841599404346,False
257,0.2640834170015296,0.26664591699955054,False
258,0.2922622499972931,0.2656264580000425,False
258,0.2579122500028461,0.2686952910007676,False
259,0.2736990830017021,0.26524583399441326,False
259,0.43568804100505076,0.2671512089946191,False
260,0.2661432919994695,0.26587462500174297,False
260,0.26902229199913563,0.2846825830056332,False
261,0.32250962499529123,0.2698382499947911,False
261,0.2765923330007354,0.28784224999981234,False
262,0.3198178749953513,0.2898191249987576,False
262,0.26834858300571796,0.2660124590038322,False
263,0.26491458300006343,0.26584029099467443,False
263,0.30668916699505644,0.27087079099874245,False
264,0.33583987499878276,0.2784797919957782,False
264,0.26115958399896044,0.2727461670001503,False
265,0.3255377080058679,0.26892429099825677,False
265,0.3583209169955808,0.27911620899976697,False
266,0.2994286659959471,0.2677972080055042,False
266,0.3456936250004219,0.2736747090020799,False
267,0.26804108399664983,0.2743345830022008,False
267,0.28020870799809927,0.2699808750039665,False
268,0.29049099999974715,0.27029549999861047,False
268,0.2635527499951422,0.279171292000683,False
269,0.2733365829990362,0.2726846250006929,False
269,0.30068533300072886,0.2716308749950258,False
270,0.3316937499985215,0.30202258299686946,False
270,0.30808533300296403,0.286844457994448,False
271,0.3102931670000544,0.2758854159983457,False
271,0.2648914160017739,0.26830208300089,False
272,0.29113387500547105,0.3820057079938124,False
272,0.34350116600398906,0.27402395800163504,False
273,0.30450229100097204,0.2716658749995986,False
273,0.2598230000003241,0.26886124999873573,False
274,0.3099677919963142,0.2755269170011161,False
274,0.35879762500553625,0.26885445800144225,False
275,0.2787888750026468,0.2761601669990341,False
275,0.2844058330010739,0.28034158299851697,False
276,0.2863958750021993,0.26821429200208513,False
276,0.25800616699416423,0.2696471669987659,False
277,0.29131325000344077,0.2753483749984298,False
277,0.27031458300189115,0.26829212499433197,False
278,0.2558447499977774,0.2691677500042715,False
278,0.2787826670028153,0.2665291250013979,False
279,0.25860329200077103,0.2672306660024333,False
279,0.2997841249962221,0.2663011250042473,False
280,0.29828091699891957,0.26713395900151227,False
280,0.26199170800100546,0.26770575000409735,False
281,0.2706731670041336,0.2683210830000462,False
281,0.5173937920044409,0.27081524999812245,False
282,0.27311066599941114,0.2714632079951116,False
282,0.43984445899695856,0.2701454999987618,False
283,0.3628690000041388,0.2710305829969002,False
283,0.27937625000049593,0.26870166700246045,False
284,0.2990358329989249,0.2694106670023757,False
284,0.2680957920019864,0.26713616699998965,False
285,0.6030899589968612,0.29047683400131064,False
285,0.4393445839959895,0.3006989999994403,False
286,0.2548544169985689,0.2725053329995717,False
286,0.2556924579985207,0.2728994170029182,False
287,0.2617731670034118,0.2756816249966505,False
287,0.3128975409999839,0.26857025000208523,False
288,0.3381775000016205,0.27936174999922514,False
288,0.2771605410016491,0.2984386669995729,False
289,0.27423158299643546,0.27094579199911095,False
289,0.2714339590020245,0.27224512500106357,False
290,0.277325250004651,0.27021958300611004,False
290,0.2662267499981681,0.2727382499942905,False
291,0.26696116699895356,0.26791400000365684,False
291,0.31220837499859044,0.2709091249998892,False
292,0.3274087919999147,0.2707692080002744,False
292,0.30838529199536424,0.2680504169984488,False
293,0.2588861249969341,0.2686660839972319,False
293,0.2979381250042934,0.2681570419954369,False
294,0.25410474999807775,0.32967283300240524,False
294,0.28736100000242004,0.2719842910009902,False
295,0.3044895409984747,0.2720458330004476,False
295,0.349156917000073,0.2772614580026129,False
296,0.3708057080002618,0.28407524999784073,False
296,0.27226587499899324,0.2830491249987972,False
297,0.47264745899883565,0.2671830420003971,False
297,0.2692665419963305,0.2970710000008694,False
298,0.3346030839966261,0.28756329099996947,False
298,0.481337541998073,0.28975666699989233,False
299,0.2927440839994233,0.2704108750040177,False
299,0.4152903750000405,0.30565774999558926,False
300,0.32114379099948565,0.2780186249947292,False
300,0.3071349169986206,0.27773479200550355,False
301,0.35712291600066237,0.2722668749993318,False
301,0.5178721669944935,0.28240116700180806,False
302,0.2818532919991412,0.28284437500406057,False
302,0.3018264169950271,0.27035179100494133,False
303,0.311356040998362,0.2779047910007648,False
303,0.4373869580012979,0.2991562499955762,False
304,0.2717075830005342,0.2732967080009985,False
304,0.3472899580010562,0.2733838749991264,False
305,0.2752170839958126,0.2725260840015835,False
305,0.2872343330018339,0.2756355000019539,False
306,0.27667645800102036,0.28204387499863515,False
306,0.2544770000022254,0.28957004199764924,False
307,0.3222308750046068,0.29670462499780115,False
307,0.3855649999968591,0.2934313329969882,False
308,0.2749894999942626,0.35275991600065026,False
308,0.2862221250034054,0.28617733400460565,False
309,0.27327033299661707,0.2842377499982831,False
309,0.32176624999556225,0.2808488749942626,False
310,0.29367345799983013,0.2718512909996207,False
310,0.3231064160063397,0.2876391249956214,False
311,0.3540607920003822,0.2875560839966056,False
311,0.5490562080012751,0.2823711659948458,False
312,0.27575549999892246,0.27026412499981234,False
312,0.36542208299943013,0.27522283299913397,False
313,0.2920497500017518,0.27040137499716366,False
313,0.31404550000297604,0.27239141699828906,False
314,0.3257729169999948,0.2695816669947817,False
314,0.38883075000194367,0.2689803329994902,False
315,0.29100320900033694,0.2702226659966982,False
315,0.25964845799899194,0.2696235000039451,False
316,0.3046999579964904,0.2727452920007636,False
316,0.267081625002902,0.2692620829984662,False
317,0.254053707998537,0.2695085419982206,False
317,0.2623308749971329,0.2691197079984704,False
318,0.34392983299767366,0.2761196670035133,False
318,0.263526875001844,0.2694580839961418,False
319,0.3226208750056685,0.27199470800405834,False
319,0.3285918749970733,0.2691877920005936,False
320,0.3225537090038415,0.2691536249985802,False
320,0.26952954200532986,0.26971562500693835,False
321,0.5413002920031431,0.2685866249958053,False
